Is_Persistently_Absent,Is_Severely_Absent,Percentage_Unauthorised_Absence,sum_exclusion_days,sum_achievement_points,sum_behaviour_points,Pupil_Premium_Indicator,SEN_Status,Current_NC_Year,Gender,Is_CS_Incident
0,0,0.0241,1.0,417,57,1,1,10,1,1
0,0,0.0,0.0,433,1,0,0,11,0,0
0,0,0.0,0.0,225,0,0,0,8,0,0
0,0,0.008,0.0,163,13,1,0,8,0,0
0,0,0.0,0.0,177,0,0,1,8,1,0
0,0,0.0,0.0,614,0,1,2,11,1,0
0,0,0.0417,0.0,0,0,0,0,8,0,0
0,0,0.0058,0.0,0,2,0,0,12,0,0
0,0,0.016,0.0,0,3,1,0,9,0,1
0,0,0.0133,2.0,233,15,1,0,8,0,0
1,0,0.2513,0.0,105,193,1,0,11,0,1
0,0,0.0,0.0,207,0,0,0,10,1,0
0,0,0.0294,0.0,170,70,0,0,11,1,1
0,0,0.0053,2.0,0,3,0,0,8,0,0
0,0,0.0,0.0,0,5,0,0,10,0,1
0,0,0.0135,0.0,22,68,0,0,12,0,0
0,0,0.0106,0.0,336,10,0,0,8,0,0
0,0,0.0,0.0,0,5,1,2,11,0,0
0,0,0.0,0.0,180,0,1,0,8,0,0
1,0,0.1022,7.5,258,519,1,0,10,1,1
1,0,0.0423,1.5,0,104,1,1,11,0,1
0,0,0.0,3.0,295,50,0,0,8,1,1
0,0,0.0,0.0,0,7,1,0,11,0,0
0,0,0.0266,0.0,0,24,1,1,9,0,0
0,0,0.0,0.0,257,0,0,0,8,0,0
0,0,0.0107,0.0,159,107,0,0,10,1,0
0,0,0.0,0.0,151,0,1,0,10,0,0
0,0,0.0802,0.0,249,23,1,0,10,0,1
0,0,0.016,0.0,0,0,1,0,9,0,0
0,0,0.0027,2.0,612,13,0,0,11,1,0
0,0,0.0,0.0,238,0,0,0,8,0,1
1,0,0.3449,7.5,221,329,1,1,10,0,1
0,0,0.0053,0.0,178,5,1,0,8,0,0
0,0,0.0,0.0,0,2,1,0,11,0,0
0,0,0.0,0.0,377,9,0,0,8,1,1
0,0,0.0108,0.0,650,28,0,0,9,1,0
0,0,0.0175,0.0,0,0,0,0,9,1,1
0,0,0.0526,0.0,0,8,0,0,8,0,0
0,0,0.0441,0.0,25,21,0,0,13,0,0
0,0,0.0,0.0,269,9,0,0,8,0,0
1,0,0.0749,23.5,323,132,1,0,11,1,1
0,0,0.0,0.0,143,10,0,0,12,0,0
0,0,0.0133,2.0,0,2,1,0,9,0,1
0,0,0.016,0.0,0,0,1,0,10,0,1
0,0,0.0,0.0,0,1,0,0,11,0,0
1,0,0.0079,1.0,0,35,1,0,8,0,0
0,0,0.0053,0.0,197,0,0,0,11,1,0
0,0,0.0107,0.0,438,12,1,1,9,0,1
0,0,0.0,0.0,192,9,0,0,10,1,0
0,0,0.0,0.0,151,0,0,0,8,0,0
0,0,0.0,0.0,625,0,0,1,9,0,1
0,0,0.0027,0.0,240,0,0,0,11,0,1
0,0,0.0219,0.0,13,45,0,0,13,1,1
0,0,0.0,0.0,0,1,1,1,11,0,1
0,0,0.0107,0.0,709,22,0,0,9,0,1
1,1,0.0,0.0,0,0,1,2,10,0,1
0,0,0.0027,0.0,45,0,0,0,13,0,0
0,0,0.0,0.0,0,5,1,0,8,0,0
0,0,0.0107,0.0,468,11,1,0,11,0,0
0,0,0.0,0.0,0,3,1,0,8,0,0
0,0,0.0132,0.0,0,7,1,0,11,0,1
0,0,0.0,0.0,0,2,0,0,10,0,0
0,0,0.0027,0.0,523,217,1,0,11,1,0
0,0,0.0027,0.0,0,6,0,0,9,0,1
0,0,0.0,0.0,0,1,1,0,9,0,0
1,0,0.0722,0.0,151,104,1,0,11,1,1
0,0,0.0213,8.5,0,29,0,0,9,0,1
0,0,0.008,2.0,171,110,0,0,11,1,0
0,0,0.0053,0.0,608,8,0,0,9,1,0
0,0,0.011,0.0,89,0,0,0,13,1,0
0,0,0.0059,0.0,310,1,1,0,8,0,0
0,0,0.0,0.0,319,0,0,0,10,0,0
0,0,0.016,0.0,0,3,1,0,9,0,0
0,0,0.0,0.0,251,0,0,0,8,0,0
0,0,0.0107,0.0,425,228,0,0,10,0,1
0,0,0.0106,0.0,452,1,0,0,8,0,0
0,0,0.0,0.0,197,1,0,0,8,1,1
0,0,0.0272,0.0,164,0,0,0,11,0,0
0,0,0.0,0.0,538,0,0,0,10,1,0
0,0,0.0321,0.0,171,8,0,0,11,0,1
0,0,0.0,0.0,120,0,0,0,11,0,0
0,0,0.0,0.0,611,3,0,0,10,1,0
0,0,0.0267,0.0,482,0,1,0,10,0,1
0,0,0.008,0.0,917,0,0,0,11,0,1
0,0,0.0053,0.0,0,12,0,0,11,0,0
0,0,0.0027,0.0,240,9,1,0,11,1,0
0,0,0.0053,0.0,321,49,1,0,8,0,0
0,0,0.0,0.0,0,2,0,0,8,0,0
0,0,0.015,3.0,152,12,0,0,8,0,0
0,0,0.0,0.0,494,1,0,0,12,0,0
0,0,0.0,0.0,521,0,0,0,10,1,0
0,0,0.0267,0.0,395,0,1,0,11,0,0
0,0,0.0,0.0,0,5,0,0,8,0,0
1,0,0.0401,0.0,719,18,1,0,10,1,0
0,0,0.0053,1.0,187,77,1,1,11,1,1
0,0,0.0106,0.0,159,0,1,0,8,1,0
0,0,0.0053,7.0,0,34,0,0,11,0,1
0,0,0.0063,0.0,306,7,1,0,8,0,0
0,0,0.0,0.0,0,2,0,0,12,0,0
0,0,0.0,0.0,175,6,0,0,9,1,0
0,0,0.0053,0.0,615,0,0,0,11,1,0
0,0,0.0,0.0,0,0,0,0,9,1,0
0,0,0.043,0.0,351,12,1,0,10,1,0
0,0,0.0642,0.0,507,58,0,1,10,0,0
0,0,0.0108,0.0,592,9,0,0,11,1,0
0,0,0.0,0.0,77,0,0,0,12,1,0
0,0,0.0134,0.0,252,140,0,0,11,1,0
0,0,0.0053,0.0,594,19,0,0,10,1,0
0,0,0.0053,0.0,446,36,0,0,10,1,0
0,0,0.0,0.0,219,163,1,1,8,1,1
0,0,0.0,0.0,851,2,1,0,10,1,1
0,0,0.0,0.0,513,47,0,0,9,0,0
0,0,0.0,0.0,0,2,0,0,9,0,0
0,0,0.0026,0.0,0,3,0,0,11,0,1
0,0,0.0053,0.0,697,30,1,1,10,1,0
1,0,0.016,0.0,508,152,1,0,10,1,1
0,0,0.0054,0.0,543,0,0,0,9,1,0
0,0,0.0,0.0,0,11,1,0,8,0,0
1,0,0.0957,0.0,0,6,0,1,9,0,1
0,0,0.0585,0.0,0,0,0,1,10,0,0
0,0,0.0053,1.0,0,30,0,0,11,0,1
0,0,0.0559,0.0,149,19,1,0,8,1,0
0,0,0.008,0.0,224,10,0,0,8,0,0
0,0,0.016,0.0,434,13,0,2,8,1,0
0,0,0.0211,0.0,0,12,1,0,8,0,0
0,0,0.0,0.0,613,4,0,0,12,0,0
0,0,0.0,1.0,0,6,0,0,11,0,0
0,0,0.0,0.0,0,1,1,0,8,0,0
0,0,0.0,0.0,0,7,0,0,11,0,0
0,0,0.0,0.0,173,15,0,0,8,1,0
0,0,0.0,0.0,180,1,0,0,10,0,0
0,0,0.0294,0.0,243,44,0,0,11,1,1
0,0,0.0213,0.0,207,0,1,0,8,0,0
0,0,0.0,0.0,290,0,0,0,8,1,0
0,0,0.0027,0.0,381,0,0,0,11,1,0
0,0,0.0053,0.0,648,9,0,0,9,1,0
1,0,0.0231,0.0,368,13,0,0,12,0,0
1,0,0.0,0.0,557,12,0,0,12,0,0
0,0,0.0053,0.0,221,86,1,0,8,1,0
0,0,0.019,0.0,0,14,0,0,10,0,1
1,0,0.0291,0.0,0,10,0,0,11,0,1
0,0,0.008,0.0,266,0,0,0,8,1,0
0,0,0.0,0.0,213,1,0,0,8,0,0
0,0,0.0053,0.0,0,13,0,0,11,0,0
0,0,0.0,0.0,0,12,1,1,10,0,1
0,0,0.0,0.0,692,0,1,0,9,1,0
0,0,0.0179,0.0,186,193,0,0,9,1,0
0,0,0.0,0.0,55,1,0,0,13,1,0
1,0,0.0829,17.0,154,231,1,0,11,1,1
1,1,0.6765,0.0,0,0,1,0,10,0,1
0,0,0.0294,0.0,0,0,0,0,12,0,0
0,0,0.0535,1.0,769,2,1,0,9,1,1
0,0,0.0,0.0,0,11,0,0,10,0,0
0,0,0.0,0.0,340,113,1,1,10,1,0
0,0,0.0,0.0,431,9,0,0,9,1,0
0,0,0.0244,0.0,177,71,0,0,10,0,0
1,0,0.0349,0.0,53,92,0,0,13,0,1
1,0,0.0904,0.0,0,1,0,0,13,0,0
1,0,0.2059,0.0,294,0,0,0,8,0,0
0,0,0.0027,0.0,0,2,1,0,10,0,1
0,0,0.0053,0.0,876,1,0,0,11,1,0
0,0,0.0374,5.0,125,1,0,0,11,1,1
0,0,0.0,0.0,447,0,0,0,8,0,0
0,0,0.0,0.0,0,5,0,0,9,0,0
0,0,0.0053,2.0,384,62,0,0,9,1,1
1,0,0.0323,14.0,247,438,1,1,10,1,1
0,0,0.0,0.0,503,0,1,0,10,1,1
0,0,0.0,0.0,682,12,0,0,9,1,0
0,0,0.0188,0.0,119,47,0,0,11,0,0
0,0,0.0508,1.5,202,75,0,0,11,1,1
0,0,0.0027,0.0,0,19,0,0,10,0,1
0,0,0.0,0.0,403,38,0,0,9,0,0
0,0,0.0,0.0,0,2,1,0,9,0,0
0,0,0.0,0.0,0,1,1,0,10,0,0
0,0,0.0,0.0,0,0,1,0,8,0,0
1,0,0.2169,20.0,0,54,1,0,11,0,1
0,0,0.0,0.0,596,0,0,0,10,1,0
0,0,0.0238,0.0,0,2,0,0,13,0,0
1,0,0.0,0.0,518,20,0,0,12,1,0
0,0,0.0,0.0,690,2,0,0,12,0,0
0,0,0.0107,3.0,315,52,0,0,11,0,0
0,0,0.0055,0.0,256,104,0,0,10,0,0
0,0,0.0,0.0,0,1,1,0,12,0,0
0,0,0.0,0.0,201,0,0,0,8,1,0
0,0,0.0035,0.0,0,5,0,0,8,0,0
1,0,0.0214,0.0,222,12,0,0,8,1,0
0,0,0.0054,0.0,249,49,0,0,11,0,0
0,0,0.0,0.0,495,1,1,1,8,0,0
0,0,0.0,0.0,118,10,0,0,10,1,0
0,0,0.008,0.0,305,61,1,0,8,0,1
0,0,0.0,0.0,466,0,0,0,9,1,0
1,0,0.0615,6.0,183,352,0,0,11,0,1
0,0,0.0,0.0,0,28,1,0,8,0,0
0,0,0.008,0.0,140,0,0,1,11,1,0
0,0,0.016,0.0,569,9,1,2,10,1,1
0,0,0.0027,0.0,573,1,1,0,9,0,0
0,0,0.0,0.0,157,28,0,0,11,1,0
0,0,0.016,9.0,180,44,0,0,11,1,0
0,0,0.016,0.0,248,6,1,0,8,1,0
0,0,0.0868,4.0,0,40,1,1,8,0,1
0,0,0.0526,0.0,0,12,1,0,8,0,0
0,0,0.0087,0.0,0,0,1,0,11,0,0
1,0,0.0971,0.0,0,0,0,0,11,0,0
1,0,0.05,0.0,0,0,0,0,7,0,0
0,0,0.013,0.0,0,0,0,0,13,0,0
0,0,0.0087,0.0,0,0,0,0,11,0,0
1,0,0.0197,0.0,0,0,0,0,11,1,0
1,1,0.3548,0.0,0,0,0,1,10,0,0
0,0,0.0058,0.0,0,0,0,0,11,1,0
0,0,0.025,0.0,0,0,0,0,8,0,0
1,0,0.0723,0.0,0,0,0,0,11,1,0
1,0,0.0,0.0,0,0,0,0,11,0,0
1,0,0.1185,0.0,0,0,0,0,11,1,0
0,0,0.0109,0.0,0,0,0,0,12,1,0
1,1,0.6532,0.0,0,0,1,0,9,1,0
1,1,0.0,0.0,0,0,0,1,10,0,0
0,0,0.0,0.0,566,20,0,0,10,0,0
1,0,0.2513,0.0,0,0,1,0,9,0,0
1,0,0.0,0.0,0,0,0,1,11,0,0
1,0,0.2895,0.0,0,0,0,0,8,1,0
1,0,0.0419,0.0,0,0,0,0,11,0,0
0,0,0.0129,0.0,0,0,0,0,13,0,0
1,0,0.0453,0.0,0,0,0,0,13,0,0
1,0,0.0769,0.0,0,0,0,2,10,1,0
1,0,0.0395,0.0,0,0,0,0,9,0,0
1,0,0.0224,0.0,0,0,0,0,12,0,0
1,0,0.0058,0.0,0,0,1,0,11,0,0
1,1,1.0,0.0,0,0,1,0,10,1,0
1,0,0.0087,0.0,0,0,1,0,11,1,0
0,0,0.0261,0.0,0,0,0,0,13,1,0
0,0,0.0031,0.0,0,0,1,0,8,1,0
1,0,0.0374,0.0,0,0,0,0,11,1,0
0,0,0.0087,0.0,0,0,0,0,11,1,0
0,0,0.0141,0.0,0,0,0,0,7,0,0
1,0,0.0116,0.0,0,0,0,0,11,1,0
0,0,0.0106,0.0,0,0,1,0,8,1,0
1,0,0.0,0.0,0,0,1,0,11,1,0
0,0,0.0029,0.0,0,0,0,0,11,1,0
1,0,0.0116,0.0,0,0,0,0,11,0,0
1,0,0.1387,0.0,0,0,1,1,11,0,0
1,1,0.3966,0.0,0,0,0,1,7,0,0
1,0,0.0491,0.0,0,0,0,0,11,0,0
0,0,0.0029,0.0,0,0,0,0,11,0,0
1,0,0.0088,0.0,0,0,0,1,11,0,0
1,0,0.0107,0.0,384,20,0,0,9,1,0
1,0,0.0318,0.0,0,0,1,0,11,1,0
1,0,0.0303,0.0,0,0,0,0,11,1,0
1,0,0.0471,0.0,0,0,0,0,11,0,0
0,0,0.0125,0.0,0,0,0,0,10,0,0
1,0,0.0235,0.0,0,0,0,0,11,0,0
1,0,0.1154,0.0,0,0,1,0,10,0,0
1,0,0.4545,0.0,0,0,1,0,8,0,0
1,0,0.198,0.0,0,0,0,0,13,1,0
1,1,0.4278,0.0,0,0,0,0,10,1,0
1,0,0.0029,0.0,0,0,1,0,11,0,0
0,0,0.0,0.0,0,0,0,1,11,1,0
0,0,0.0,0.0,0,0,0,0,11,1,0
1,0,0.0757,0.0,0,0,0,0,13,1,0
0,0,0.0357,0.0,0,0,0,0,13,1,0
0,0,0.0489,0.0,0,0,0,0,13,1,0
1,1,0.9732,0.0,0,0,1,0,11,0,0
1,0,0.0029,0.0,0,0,0,0,11,0,0
0,0,0.0029,0.0,0,0,0,1,11,0,0
0,0,0.0,0.0,243,2,0,0,8,0,1
0,0,0.75,0.0,0,0,0,1,9,0,0
1,0,0.3565,0.0,0,0,0,1,11,0,0
0,0,0.0196,0.0,0,0,0,0,10,0,0
0,0,0.0063,0.0,0,0,0,0,13,1,0
1,0,0.0,0.0,0,0,0,0,13,0,0
1,0,0.0588,0.0,0,0,0,0,10,0,0
1,0,0.0,0.0,0,0,0,0,7,0,0
1,0,0.0993,0.0,0,0,0,0,13,0,0
1,1,0.0385,0.0,0,0,0,0,11,0,0
0,0,0.0034,0.0,0,0,0,0,10,0,0
1,0,0.0231,0.0,0,0,0,0,11,0,0
0,0,0.0,0.0,304,152,0,0,10,1,0
1,0,0.0059,0.0,0,0,0,0,11,0,0
0,0,0.0,0.0,0,0,0,1,11,0,0
0,0,0.0347,0.0,0,0,0,0,11,0,0
0,0,0.0,0.0,518,2,0,0,10,0,0
1,0,0.0118,0.0,0,0,0,0,11,0,0
0,0,0.0,0.0,0,0,0,0,13,1,0
0,0,0.0106,0.0,0,0,0,0,8,0,0
1,1,0.2647,0.0,0,0,0,0,8,0,0
1,0,0.2143,0.0,0,0,0,0,8,0,0
1,0,0.0145,0.0,0,0,1,1,11,1,0
1,0,0.0,0.0,0,0,1,0,11,0,0
1,0,0.2174,0.0,0,0,1,0,11,1,0
1,0,0.0925,0.0,0,0,1,1,11,1,0
0,0,0.0652,0.0,0,0,0,0,12,0,0
0,0,0.024,0.0,0,0,0,0,12,0,0
1,0,0.2333,0.0,0,0,0,0,8,0,0
0,0,0.0594,0.0,0,0,0,0,13,1,0
1,0,0.0588,0.0,0,0,0,0,11,0,0
1,0,0.0462,0.0,0,0,0,1,11,1,0
0,0,0.0058,0.0,0,0,0,0,11,0,0
1,0,0.0882,0.0,0,0,0,0,12,0,0
1,1,0.8922,0.0,0,0,1,0,9,0,0
1,0,0.1,0.0,0,0,0,0,9,1,0
1,0,0.02,0.0,0,0,1,0,9,1,0
1,0,0.026,0.0,0,0,0,0,11,1,0
0,0,0.0,0.0,0,0,0,0,7,1,0
1,0,0.1452,0.0,0,0,1,0,8,0,0
1,1,0.6222,0.0,0,0,1,1,9,0,0
1,0,0.0487,0.0,0,0,0,0,13,0,0
1,0,0.0202,0.0,0,0,1,0,11,1,0
1,0,0.0912,0.0,0,0,1,0,8,0,0
0,0,0.008,0.0,0,0,0,0,9,0,0
1,1,1.0,0.0,0,0,0,0,8,0,0
0,0,0.0,0.0,0,0,1,1,11,0,0
1,0,0.054,0.0,0,0,1,0,10,0,0
1,1,0.5882,0.0,0,0,0,0,9,0,0
0,0,0.0202,0.0,0,0,0,0,11,1,0
1,0,0.2031,0.0,0,0,0,0,10,0,0
0,0,0.0133,0.0,201,0,1,0,8,0,1
1,0,0.0909,0.0,0,0,0,1,9,0,0
1,0,0.4231,0.0,0,0,0,1,8,1,0
1,1,1.0,0.0,0,0,0,2,9,0,0
1,0,0.1404,0.0,86,20,0,1,8,0,0
1,0,0.081,0.0,0,0,0,0,12,1,0
1,0,0.1559,0.0,0,0,0,0,11,0,0
1,1,0.0,0.0,0,0,0,0,11,0,0
1,0,0.2941,0.0,0,0,1,0,10,0,0
0,0,0.0475,0.0,0,0,0,1,13,0,0
1,0,0.1003,0.0,0,0,0,0,13,0,0
0,0,0.0286,0.0,0,0,0,0,7,0,0
1,0,0.0342,0.0,0,0,0,0,10,0,0
1,0,0.1389,0.0,0,0,0,0,8,0,0
0,0,0.0053,0.0,0,0,1,0,10,0,0
1,1,0.0125,0.0,0,0,1,1,11,0,0
0,0,0.0202,0.0,0,0,1,0,11,1,0
0,0,0.0333,0.0,0,0,0,0,9,1,0
0,0,0.0461,0.0,0,0,0,0,7,1,0
0,0,0.0046,0.0,0,0,0,0,11,1,0
1,0,0.0058,0.0,0,0,1,0,11,1,0
1,0,0.0265,0.0,0,0,0,0,11,0,0
0,0,0.0,0.0,0,0,0,0,8,1,0
1,0,0.0,0.0,0,0,0,0,9,0,0
0,0,0.0,0.0,0,0,1,0,7,1,0
1,0,0.0176,0.0,0,0,0,1,11,0,0
1,0,0.0374,0.0,0,0,0,1,10,1,0
1,0,0.0065,0.0,0,0,0,0,11,0,0
1,0,0.0741,0.0,0,0,1,0,9,0,0
1,1,1.0,0.0,0,0,0,0,9,1,0
1,0,0.3028,0.0,0,0,0,0,8,0,0
0,0,0.0231,0.0,0,0,1,0,11,1,0
1,1,0.08,0.0,0,0,0,0,11,0,0
0,0,0.0059,0.0,0,0,0,0,11,0,0
1,0,0.2312,0.0,0,0,1,0,11,1,0
0,0,0.0058,0.0,0,0,0,1,11,1,0
1,0,0.3853,0.0,0,0,0,0,11,0,0
0,0,0.0382,0.0,0,0,0,0,13,1,0
0,0,0.008,0.0,0,0,0,0,9,1,0
1,0,0.0289,0.0,0,0,1,1,11,1,0
0,0,0.0054,0.0,0,0,0,0,13,0,0
1,1,0.1971,0.0,0,0,0,0,11,0,0
0,0,0.0163,0.0,0,0,0,0,13,1,0
